systematic,gene,sgd
YGR161C-C,YGR161C-C,S000007367
YGR161C-D,YGR161C-D,S000007368
YGR161W-A,YGR161W-A,S000007369
YGR161W-B,YGR161W-B,S000007370
YGR161W-C,YGR161W-C,S000029726
YGR162W,TIF4631,S000003394
YGR163W,GTR2,S000003395
YGR164W,YGR164W,S000003396
YGR165W,MRPS35,S000003397
YGR166W,TRS65,S000003398
YGR167W,CLC1,S000003399
YGR168C,YGR168C,S000003400
YGR169C,PUS6,S000003401
YGR169C-A,LSO2,S000028521
YGR170W,PSD2,S000003402
YGR171C,MSM1,S000003403
YGR172C,YIP1,S000003404
YGR173W,RBG2,S000003405
YGR174C,CBP4,S000003406
YGR174W-A,YGR174W-A,S000028639
YGR175C,ERG1,S000003407
YGR176W,YGR176W,S000003408
YGR177C,ATF2,S000003409
YGR178C,PBP1,S000003410
YGR179C,OKP1,S000003411
YGR180C,RNR4,S000003412
YGR181W,TIM13,S000003413
YGR182C,YGR182C,S000003414
YGR183C,QCR9,S000003415
YGR184C,UBR1,S000003416
YGR185C,TYS1,S000003417
YGR186W,TFG1,S000003418
YGR187C,HGH1,S000003419
YGR188C,BUB1,S000003420
YGR189C,CRH1,S000003421
YGR190C,YGR190C,S000003422
YGR191W,HIP1,S000003423
YGR192C,TDH3,S000003424
YGR193C,PDX1,S000003425
YGR194C,XKS1,S000003426
YGR195W,SKI6,S000003427
YGR196C,FYV8,S000003428
YGR197C,SNG1,S000003429
YGR198W,YPP1,S000003430
YGR199W,PMT6,S000003431
YGR200C,ELP2,S000003432
YGR201C,YGR201C,S000003433
YGR202C,PCT1,S000003434
YGR203W,YCH1,S000003435
YGR204C-A,YGR204C-A,S000028640
YGR204W,ADE3,S000003436
YGR205W,TDA10,S000003437
YGR206W,MVB12,S000003438
YGR207C,CIR1,S000003439
YGR208W,SER2,S000003440
YGR209C,TRX2,S000003441
YGR210C,YGR210C,S000003442
YGR211W,ZPR1,S000003443
YGR212W,SLI1,S000003444
YGR213C,RTA1,S000003445
YGR214W,RPS0A,S000003446
YGR215W,RSM27,S000003447
YGR216C,GPI1,S000003448
YGR217W,CCH1,S000003449
YGR218W,CRM1,S000003450
YGR219W,YGR219W,S000003451
YGR220C,MRPL9,S000003452
YGR221C,TOS2,S000003453
YGR222W,PET54,S000003454
YGR223C,HSV2,S000003455
YGR224W,AZR1,S000003456
YGR225W,AMA1,S000003457
YGR226C,YGR226C,S000003458
YGR227W,DIE2,S000003459
YGR228W,YGR228W,S000003460
YGR229C,SMI1,S000003461
YGR230W,BNS1,S000003462
YGR231C,PHB2,S000003463
YGR232W,NAS6,S000003464
YGR233C,PHO81,S000003465
YGR234W,YHB1,S000003466
YGR235C,MIC26,S000003467
YGR236C,SPG1,S000003468
YGR237C,YGR237C,S000003469
YGR238C,KEL2,S000003470
YGR239C,PEX21,S000003471
YGR240C,PFK1,S000003472
YGR240C-A,YGR240C-A,S000028551
YGR241C,YAP1802,S000003473
YGR242W,YGR242W,S000003474
YGR243W,MPC3,S000003475
YGR244C,LSC2,S000003476
YGR245C,SDA1,S000003477
YGR246C,BRF1,S000003478
YGR247W,CPD1,S000003479
YGR248W,SOL4,S000003480
YGR249W,MGA1,S000003481
YGR250C,YGR250C,S000003482
YGR251W,NOP19,S000003483
YGR252W,GCN5,S000003484
YGR253C,PUP2,S000003485
YGR254W,ENO1,S000003486
YGR255C,COQ6,S000003487
YGR256W,GND2,S000003488
YGR257C,MTM1,S000003489
YGR258C,RAD2,S000003490
YGR259C,YGR259C,S000003491
YGR260W,TNA1,S000003492
YGR261C,APL6,S000003493
YGR262C,BUD32,S000003494
YGR263C,SAY1,S000003495
YGR264C,MES1,S000003496
YGR265W,YGR265W,S000003497
YGR266W,YGR266W,S000003498
YGR267C,FOL2,S000003499
YGR268C,HUA1,S000003500
YGR269W,YGR269W,S000003501
YGR270C-A,YGR270C-A,S000028641
YGR270W,YTA7,S000003502
YGR271C-A,EFG1,S000007608
YGR271W,SLH1,S000003503
YGR273C,YGR273C,S000003505
YGR274C,TAF1,S000003506
YGR275W,RTT102,S000003507
YGR276C,RNH70,S000003508
YGR277C,CAB4,S000003509
YGR278W,CWC22,S000003510
YGR279C,SCW4,S000003511
YGR280C,PXR1,S000003512
YGR281W,YOR1,S000003513
YGR282C,BGL2,S000003514
YGR283C,YGR283C,S000003515
YGR284C,ERV29,S000003516
YGR285C,ZUO1,S000003517
YGR286C,BIO2,S000003518
YGR287C,IMA1,S000003519
YGR288W,MAL13,S000003520
YGR289C,MAL11,S000003521
YGR290W,YGR290W,S000003522
YGR291C,YGR291C,S000003523
YGR292W,MAL12,S000003524
YGR293C,YGR293C,S000003525
YGR294W,PAU12,S000003526
YGR295C,COS6,S000003527
YGR296C-A,YGR296C-A,S000028642
YGR296C-B,YGR296C-B,S000028643
YGR296W,YRF1-3,S000003528
YHL001W,RPL14B,S000000993
YHL002C-A,YHL002C-A,S000028770
YHL002W,HSE1,S000000994
YHL003C,LAG1,S000000995
YHL004W,MRP4,S000000996
YHL005C,YHL005C,S000000997
YHL006C,SHU1,S000000998
YHL006W-A,YHL006W-A,S000028771
YHL007C,STE20,S000000999
YHL008C,YHL008C,S000001000
YHL009C,YAP3,S000001001
YHL009W-A,YHL009W-A,S000007371
YHL009W-B,YHL009W-B,S000007372
YHL010C,ETP1,S000001002
YHL011C,PRS3,S000001003
YHL012W,YHL012W,S000001004
YHL013C,OTU2,S000001005
YHL014C,YLF2,S000001006
YHL015W,RPS20,S000001007
YHL015W-A,YHL015W-A,S000028828
YHL016C,DUR3,S000001008
YHL017W,YHL017W,S000001009
YHL018W,YHL018W,S000001010
YHL019C,APM2,S000001011
YHL019W-A,YHL019W-A,S000028772
YHL020C,OPI1,S000001012
YHL021C,AIM17,S000001013
YHL022C,SPO11,S000001014
YHL023C,NPR3,S000001015
YHL024W,RIM4,S000001016
YHL025W,SNF6,S000001017
YHL026C,YHL026C,S000001018
YHL027W,RIM101,S000001019
YHL028W,WSC4,S000001020
YHL029C,OCA5,S000001021
YHL030W,ECM29,S000001022
YHL030W-A,YHL030W-A,S000028773
YHL031C,GOS1,S000001023
YHL032C,GUT1,S000001024
YHL033C,RPL8A,S000001025
YHL034C,SBP1,S000001026
YHL034W-A,YHL034W-A,S000028774
YHL035C,VMR1,S000001027
YHL036W,MUP3,S000001028
YHL037C,YHL037C,S000001029
YHL038C,CBP2,S000001030
YHL039W,EFM1,S000001031
YHL040C,ARN1,S000001032
YHL041W,YHL041W,S000001033
YHL042W,YHL042W,S000001034
YHL043W,ECM34,S000001035
YHL044W,YHL044W,S000001036
YHL045W,YHL045W,S000001037
YHL046C,PAU13,S000001038
YHL046W-A,YHL046W-A,S000028775
YHL047C,ARN2,S000001039
YHL048C-A,YHL048C-A,S000028829
YHL048W,COS8,S000001040
YHL049C,YHL049C,S000001041
YHL050C,YHL050C,S000001042
YHL050W-A,YHL050W-A,S000028644
YHR001W,OSH7,S000001043
YHR001W-A,QCR10,S000003529
YHR002W,LEU5,S000001044
YHR003C,TCD1,S000001045
YHR004C,NEM1,S000001046
YHR005C,GPA1,S000001047
YHR005C-A,TIM10,S000003530
YHR006W,STP2,S000001048
YHR007C,ERG11,S000001049
YHR007C-A,YHR007C-A,S000028830
YHR008C,SOD2,S000001050
YHR009C,TDA3,S000001051
YHR010W,RPL27A,S000001052
YHR011W,DIA4,S000001053
YHR012W,VPS29,S000001054
YHR013C,ARD1,S000001055
YHR014W,SPO13,S000001056
YHR015W,MIP6,S000001057
YHR016C,YSC84,S000001058
YHR017W,YSC83,S000001059
YHR018C,ARG4,S000001060
YHR019C,DED81,S000001061
YHR020W,YHR020W,S000001062
YHR021C,RPS27B,S000001063
YHR021W-A,ECM12,S000003531
YHR022C,YHR022C,S000001064
YHR022C-A,YHR022C-A,S000028645
YHR023W,MYO1,S000001065
YHR024C,MAS2,S000001066
YHR025W,THR1,S000001067
YHR026W,VMA16,S000001068
YHR027C,RPN1,S000001069
YHR028C,DAP2,S000001070
YHR028W-A,YHR028W-A,S000028776
YHR029C,YHI9,S000001071
YHR030C,SLT2,S000001072
YHR031C,RRM3,S000001073
YHR032C-A,YHR032C-A,S000028646
YHR032W,ERC1,S000001074
YHR032W-A,YHR032W-A,S000028831
YHR033W,YHR033W,S000001075
YHR034C,PIH1,S000001076
YHR035W,NEL1,S000001077
YHR036W,BRL1,S000001078
YHR037W,PUT2,S000001079
YHR038W,RRF1,S000001080
YHR039C,MSC7,S000001081
YHR039C-A,VMA10,S000002100
YHR040W,BCD1,S000001082
YHR041C,SRB2,S000001083
YHR042W,NCP1,S000001084
YHR043C,DOG2,S000001085
YHR044C,DOG1,S000001086
YHR045W,YHR045W,S000001087
YHR046C,INM1,S000001088
YHR047C,AAP1,S000001089
YHR048W,YHK8,S000001090
YHR049C-A,YHR049C-A,S000003532
YHR049W,FSH1,S000001091
YHR050W,SMF2,S000001092
YHR050W-A,YHR050W-A,S000028832
YHR051W,COX6,S000001093
YHR052W,CIC1,S000001094
YHR052W-A,YHR052W-A,S000028647
YHR053C,CUP1-1,S000001095
YHR054C,YHR054C,S000001096
YHR054W-A,YHR054W-A,S000028648
YHR055C,CUP1-2,S000001097
YHR056C,RSC30,S000001098
YHR056W-A,YHR056W-A,S000028777
YHR057C,CPR2,S000001099
YHR058C,MED6,S000001100
YHR059W,FYV4,S000001101
YHR060W,VMA22,S000001102
YHR061C,GIC1,S000001103
YHR062C,RPP1,S000001104
YHR063C,PAN5,S000001105
YHR063W-A,YHR063W-A,S000028778
YHR064C,SSZ1,S000001106
YHR065C,RRP3,S000001107
YHR066W,SSF1,S000001108
YHR067W,HTD2,S000001109
YHR068W,DYS1,S000001110
YHR069C,RRP4,S000001111
YHR069C-A,YHR069C-A,S000028779
YHR070C-A,YHR070C-A,S000028780
YHR070W,TRM5,S000001112
YHR071C-A,YHR071C-A,S000028781
YHR071W,PCL5,S000001113
YHR072W,ERG7,S000001114
YHR072W-A,NOP10,S000007455
YHR073C-B,YHR073C-B,S000028833
YHR073W,OSH3,S000001115
YHR073W-A,YHR073W-A,S000028834
YHR074W,QNS1,S000001116
YHR075C,PPE1,S000001117
YHR076W,PTC7,S000001118
YHR077C,NMD2,S000001119
YHR078W,YHR078W,S000001120
YHR079C,IRE1,S000001121
YHR079C-A,SAE3,S000001957
YHR080C,YHR080C,S000001122
YHR081W,LRP1,S000001123
YHR082C,KSP1,S000001124
YHR083W,SAM35,S000001125
YHR084W,STE12,S000001126
YHR085W,IPI1,S000001127
YHR086W,NAM8,S000001128
YHR086W-A,YHR086W-A,S000028552
YHR087W,RTC3,S000001129
YHR088W,RPF1,S000001130
YHR089C,GAR1,S000001131
YHR090C,YNG2,S000001132
YHR091C,MSR1,S000001133
YHR092C,HXT4,S000001134
YHR093W,AHT1,S000001135
YHR094C,HXT1,S000001136
YHR095W,YHR095W,S000001137
YHR096C,HXT5,S000001138
YHR097C,YHR097C,S000001139
YHR098C,SFB3,S000001140
YHR099W,TRA1,S000001141
YHR100C,GEP4,S000001142
YHR101C,BIG1,S000001143
YHR102W,KIC1,S000001144
YHR103W,SBE22,S000001145
YHR104W,GRE3,S000001146
YHR105W,YPT35,S000001147
YHR106W,TRR2,S000001148
YHR107C,CDC12,S000001149
YHR108W,GGA2,S000001150
YHR109W,CTM1,S000001151
YHR110W,ERP5,S000001152
YHR111W,UBA4,S000001153
YHR112C,YHR112C,S000001154
YHR113W,APE4,S000001155
YHR114W,BZZ1,S000001156
YHR115C,DMA1,S000001157
YHR116W,COX23,S000001158
YHR117W,TOM71,S000001159
YHR118C,ORC6,S000001160
YHR119W,SET1,S000001161
YHR120W,MSH1,S000001162
YHR121W,LSM12,S000001163
YHR122W,CIA2,S000001164
YHR123W,EPT1,S000001165
YHR124W,NDT80,S000001166
YHR125W,YHR125W,S000001167
YHR126C,ANS1,S000001168
YHR127W,YHR127W,S000001169
YHR128W,FUR1,S000001170
YHR129C,ARP1,S000001171
YHR130C,YHR130C,S000001172
YHR131C,YHR131C,S000001173
YHR131W-A,YHR131W-A,S000028782
YHR132C,ECM14,S000001174
YHR132W-A,IGO2,S000007496
YHR133C,NSG1,S000001175
YHR134W,WSS1,S000001176
YHR135C,YCK1,S000001177
YHR136C,SPL2,S000001178
YHR137C-A,YHR137C-A,S000028649
YHR137W,ARO9,S000001179
YHR138C,YHR138C,S000001180
YHR139C,SPS100,S000001181
YHR139C-A,YHR139C-A,S000003533
YHR140W,YHR140W,S000001182
YHR141C,RPL42B,S000001183
YHR142W,CHS7,S000001184
YHR143W,DSE2,S000001186
YHR143W-A,RPC10,S000001185
YHR144C,DCD1,S000001187
YHR145C,YHR145C,S000001188
YHR146W,CRP1,S000001189
YHR147C,MRPL6,S000001190
YHR148W,IMP3,S000001191
YHR149C,SKG6,S000001192
YHR150W,PEX28,S000001193
YHR151C,MTC6,S000001194
YHR152W,SPO12,S000001195
YHR153C,SPO16,S000001196
YHR154W,RTT107,S000001197
YHR155W,YSP1,S000001198
YHR156C,LIN1,S000001199
YHR157W,REC104,S000001200
YHR158C,KEL1,S000001201
YHR159W,TDA11,S000001202
YHR160C,PEX18,S000001203
YHR161C,YAP1801,S000001204
YHR162W,MPC2,S000001205
YHR163W,SOL3,S000001206
YHR164C,DNA2,S000001207
YHR165C,PRP8,S000001208
YHR165W-A,YHR165W-A,S000028783
YHR166C,CDC23,S000001209
YHR167W,THP2,S000001210
YHR168W,MTG2,S000001211
YHR169W,DBP8,S000001212
YHR170W,NMD3,S000001213
YHR171W,ATG7,S000001214
YHR172W,SPC97,S000001215
YHR173C,YHR173C,S000001216
YHR174W,ENO2,S000001217
YHR175W,CTR2,S000001218
YHR175W-A,YHR175W-A,S000028553
YHR176W,FMO1,S000001219
YHR177W,YHR177W,S000001220
YHR178W,STB5,S000001221
YHR179W,OYE2,S000001222
YHR180C-B,YHR180C-B,S000028554
YHR180W,YHR180W,S000001223
YHR180W-A,YHR180W-A,S000028555
YHR181W,SVP26,S000001224
YHR182C-A,YHR182C-A,S000028784
YHR182W,YHR182W,S000001225
YHR183W,GND1,S000001226
YHR184W,SSP1,S000001227
YHR185C,PFS1,S000001228
YHR186C,KOG1,S000001229
YHR187W,IKI1,S000001230
YHR188C,GPI16,S000001231
YHR189W,PTH1,S000001232
YHR190W,ERG9,S000001233
YHR191C,CTF8,S000001234
YHR192W,LNP1,S000001235
YHR193C,EGD2,S000001236
YHR193C-A,YHR193C-A,S000028785
YHR194W,MDM31,S000001237
YHR195W,NVJ1,S000001238
YHR196W,UTP9,S000001239
YHR197W,RIX1,S000001240
YHR198C,AIM18,S000001241
YHR199C,AIM46,S000001242
YHR199C-A,NBL1,S000029704
YHR200W,RPN10,S000001243
YHR201C,PPX1,S000001244
YHR202W,YHR202W,S000001245
YHR203C,RPS4B,S000001246
YHR204W,MNL1,S000001247
YHR205W,SCH9,S000001248
YHR206W,SKN7,S000001249
YHR207C,SET5,S000001250
YHR208W,BAT1,S000001251
YHR209W,CRG1,S000001252
YHR210C,YHR210C,S000001253
YHR211W,FLO5,S000001254
YHR212C,YHR212C,S000001255
YHR212W-A,YHR212W-A,S000028650
YHR213W,YHR213W,S000001256
YHR213W-A,YHR213W-A,S000028651
YHR213W-B,YHR213W-B,S000028652
YHR214C-B,YHR214C-B,S000003534
YHR214C-C,YHR214C-C,S000007421
YHR214C-D,YHR214C-D,S000028653
YHR214C-E,YHR214C-E,S000028654
YHR214W,YHR214W,S000001257
YHR214W-A,YHR214W-A,S000003535
YHR215W,PHO12,S000001258
YHR216W,IMD2,S000001259
YHR217C,YHR217C,S000001260
YHR218W,YHR218W,S000001261
YHR218W-A,YHR218W-A,S000028786
YHR219C-A,YHR219C-A,S000028655
YHR219W,YHR219W,S000001262
YIL001W,YIL001W,S000001263
YIL002C,INP51,S000001264
YIL002W-A,YIL002W-A,S000028835
YIL003W,CFD1,S000001265
YIL004C,BET1,S000001266
YIL005W,EPS1,S000001267
YIL006W,YIA6,S000001268
YIL007C,NAS2,S000001269
YIL008W,URM1,S000001270
YIL009C-A,EST3,S000006432
YIL009W,FAA3,S000001271
YIL010W,DOT5,S000001272
YIL011W,TIR3,S000001273
YIL012W,YIL012W,S000001274
YIL013C,PDR11,S000001275
YIL014C-A,YIL014C-A,S000003536
YIL014W,MNT3,S000001276
YIL015W,BAR1,S000001277
YIL016W,SNL1,S000001278
YIL017C,VID28,S000001279
YIL018W,RPL2B,S000001280
YIL019W,FAF1,S000001281
YIL020C,HIS6,S000001282
YIL020C-A,YIL020C-A,S000028787
YIL021C-A,YIL021C-A,S000028656
YIL021W,RPB3,S000001283
YIL022W,TIM44,S000001284
YIL023C,YKE4,S000001285
YIL024C,YIL024C,S000001286
YIL025C,YIL025C,S000001287
YIL026C,IRR1,S000001288
YIL027C,EMC5,S000001289
YIL028W,YIL028W,S000001290
YIL029C,YIL029C,S000001291
YIL029W-A,YIL029W-A,S000028788
YIL030C,SSM4,S000001292
YIL030W-A,YIL030W-A,S000028789
YIL031W,ULP2,S000001293
YIL032C,YIL032C,S000001294
YIL033C,BCY1,S000001295
YIL034C,CAP2,S000001296
YIL035C,CKA1,S000001297
YIL036W,CST6,S000001298
YIL037C,PRM2,S000001299
YIL038C,NOT3,S000001300
YIL039W,TED1,S000001301
YIL040W,APQ12,S000001302
YIL041W,GVP36,S000001303
YIL042C,PKP1,S000001304
YIL043C,CBR1,S000001305
YIL044C,AGE2,S000001306
YIL045W,PIG2,S000001307
YIL046W,MET30,S000001308
YIL046W-A,YIL046W-A,S000028836
YIL047C,SYG1,S000001309
YIL047C-A,YIL047C-A,S000028790
YIL048W,NEO1,S000001310
YIL049W,DFG10,S000001311
YIL050W,PCL7,S000001312
YIL051C,MMF1,S000001313
YIL052C,RPL34B,S000001314
YIL053W,GPP1,S000001315
YIL054W,YIL054W,S000001316
YIL055C,YIL055C,S000001317
YIL056W,VHR1,S000001318
YIL057C,RGI2,S000001319
YIL058W,YIL058W,S000001320
YIL059C,YIL059C,S000001321
YIL060W,YIL060W,S000001322
YIL061C,SNP1,S000001323
YIL062C,ARC15,S000001324
YIL063C,YRB2,S000001325
YIL064W,EFM4,S000001326
YIL065C,FIS1,S000001327
YIL066C,RNR3,S000001328
YIL066W-A,YIL066W-A,S000028791
YIL067C,YIL067C,S000001329
YIL068C,SEC6,S000001330
YIL068W-A,YIL068W-A,S000028792
YIL069C,RPS24B,S000001331
YIL070C,MAM33,S000001332
YIL071C,PCI8,S000001333
YIL071W-A,YIL071W-A,S000028793
YIL072W,HOP1,S000001334
YIL073C,SPO22,S000001335
YIL074C,SER33,S000001336
YIL075C,RPN2,S000001337
YIL076W,SEC28,S000001338
YIL077C,YIL077C,S000001339
YIL078W,THS1,S000001340
YIL079C,AIR1,S000001341
YIL082W,YIL082W,S000001344
YIL082W-A,YIL082W-A,S000003537
YIL083C,CAB2,S000001345
YIL084C,SDS3,S000001346
YIL085C,KTR7,S000001347
YIL086C,YIL086C,S000001348
YIL087C,AIM19,S000001349
YIL088C,AVT7,S000001350
YIL089W,YIL089W,S000001351
YIL090W,ICE2,S000001352
YIL091C,UTP25,S000001353
YIL092W,YIL092W,S000001354
YIL093C,RSM25,S000001355
YIL094C,LYS12,S000001356
YIL095W,PRK1,S000001357
YIL096C,BMT5,S000001358
YIL097W,FYV10,S000001359
YIL098C,FMC1,S000001360
YIL099W,SGA1,S000001361
YIL100C-A,YIL100C-A,S000028794
YIL100W,YIL100W,S000001362
YIL101C,XBP1,S000001363
YIL102C,YIL102C,S000001364
YIL102C-A,YIL102C-A,S000113587
YIL103W,DPH1,S000001365
YIL104C,SHQ1,S000001366
YIL105C,SLM1,S000001367
YIL105W-A,YIL105W-A,S000028657
YIL106W,MOB1,S000001368
YIL107C,PFK26,S000001369
YIL108W,YIL108W,S000001370
YIL109C,SEC24,S000001371
YIL110W,HPM1,S000001372
YIL111W,COX5B,S000001373
YIL112W,HOS4,S000001374
YIL113W,SDP1,S000001375
YIL114C,POR2,S000001376
YIL115C,NUP159,S000001377
YIL115W-A,YIL115W-A,S000028795
YIL116W,HIS5,S000001378
YIL117C,PRM5,S000001379
YIL118W,RHO3,S000001380
YIL119C,RPI1,S000001381
YIL120W,QDR1,S000001382
YIL121W,QDR2,S000001383
YIL122W,POG1,S000001384
YIL123W,SIM1,S000001385
YIL124W,AYR1,S000001386
YIL125W,KGD1,S000001387
YIL126W,STH1,S000001388
YIL127C,RRT14,S000001389
YIL128W,MET18,S000001390
YIL129C,TAO3,S000001391
YIL130W,ASG1,S000001392
YIL131C,FKH1,S000001393
YIL132C,CSM2,S000001394
YIL133C,RPL16A,S000001395
YIL134C-A,YIL134C-A,S000028556
YIL134W,FLX1,S000001396
YIL135C,VHS2,S000001397
YIL136W,OM45,S000001398
YIL137C,TMA108,S000001399
YIL138C,TPM2,S000001400
YIL139C,REV7,S000001401
YIL140W,AXL2,S000001402
YIL141W,YIL141W,S000001403
YIL142C-A,YIL142C-A,S000028796
YIL142W,CCT2,S000001404
YIL143C,SSL2,S000001405
YIL144W,NDC80,S000001406
YIL145C,PAN6,S000001407
YIL146C,ATG32,S000001408
YIL147C,SLN1,S000001409
YIL148W,RPL40A,S000001410
YIL149C,MLP2,S000001411
YIL150C,MCM10,S000001412
YIL151C,ESL1,S000001413
YIL152W,YIL152W,S000001414
YIL153W,RRD1,S000001415
YIL154C,IMP2',S000001416
YIL155C,GUT2,S000001417
YIL156W,UBP7,S000001418
YIL156W-A,YIL156W-A,S000028797
YIL156W-B,YIL156W-B,S000028511
YIL157C,COA1,S000001419
YIL158W,AIM20,S000001420
YIL159W,BNR1,S000001421
YIL160C,POT1,S000001422
YIL161W,YIL161W,S000001423
YIL162W,SUC2,S000001424
YIL163C,YIL163C,S000001425
YIL164C,NIT1,S000001426
YIL165C,YIL165C,S000001427
YIL166C,YIL166C,S000001428
YIL167W,SDL1,S000001429
YIL169C,YIL169C,S000001431
YIL170W,HXT12,S000001432
YIL171W,YIL171W,S000001433
YIL171W-A,YIL171W-A,S000028798
YIL172C,IMA3,S000001434
YIL173W,VTH1,S000001435
YIL174W,YIL174W,S000001436
YIL175W,YIL175W,S000001437
YIL176C,PAU14,S000001438
YIL177C,YIL177C,S000001439
YIL177W-A,YIL177W-A,S000028658
YIR001C,SGN1,S000001440
YIR002C,MPH1,S000001441
YIR003W,AIM21,S000001442
YIR004W,DJP1,S000001443
YIR005W,IST3,S000001444
YIR006C,PAN1,S000001445
YIR007W,YIR007W,S000001446
YIR008C,PRI1,S000001447
YIR009W,MSL1,S000001448
YIR010W,DSN1,S000001449
YIR011C,STS1,S000001450
YIR012W,SQT1,S000001451
YIR013C,GAT4,S000001452
YIR014W,YIR014W,S000001453
YIR015W,RPR2,S000001454
YIR016W,YIR016W,S000001455
YIR017C,MET28,S000001456
YIR017W-A,YIR017W-A,S000028799
YIR018C-A,YIR018C-A,S000028837
YIR018W,YAP5,S000001457
YIR019C,FLO11,S000001458
YIR020C,YIR020C,S000001459
YIR020C-B,YIR020C-B,S000028800
YIR020W-A,YIR020W-A,S000007241
YIR021W,MRS1,S000001460
YIR021W-A,YIR021W-A,S000028838
YIR022W,SEC11,S000001461
YIR023C-A,YIR023C-A,S000028801
YIR023W,DAL81,S000001462
YIR024C,INA22,S000001463
YIR025W,MND2,S000001464
YIR026C,YVH1,S000001465
YIR027C,DAL1,S000001466
YIR028W,DAL4,S000001467
YIR029W,DAL2,S000001468
YIR030C,DCG1,S000001469
YIR030W-A,YIR030W-A,S000028802
YIR031C,DAL7,S000001470
YIR032C,DAL3,S000001471
YIR033W,MGA2,S000001472
YIR034C,LYS1,S000001473
YIR035C,YIR035C,S000001474
YIR036C,IRC24,S000001475
YIR036W-A,YIR036W-A,S000028803
YIR037W,HYR1,S000001476
YIR038C,GTT1,S000001477
YIR039C,YPS6,S000001478
YIR040C,YIR040C,S000001479
YIR041W,PAU15,S000001480
YIR042C,YIR042C,S000001481
YIR043C,YIR043C,S000001482
YJL001W,PRE3,S000003538
YJL002C,OST1,S000003539
YJL003W,COX16,S000003540
YJL004C,SYS1,S000003541
YJL005W,CYR1,S000003542
YJL006C,CTK2,S000003543
YJL007C,YJL007C,S000003544
YJL008C,CCT8,S000003545
YJL009W,YJL009W,S000003546
YJL010C,NOP9,S000003547
YJL011C,RPC17,S000003548
YJL012C,VTC4,S000003549
YJL013C,MAD3,S000003550
YJL014W,CCT3,S000003551
YJL015C,YJL015C,S000003552
YJL016W,YJL016W,S000003553
YJL019W,MPS3,S000003556
YJL020C,BBC1,S000003557
YJL020W-A,YJL020W-A,S000028659
YJL022W,YJL022W,S000003559
YJL023C,PET130,S000003560
YJL024C,APS3,S000003561
YJL025W,RRN7,S000003562
YJL026C-A,YJL026C-A,S000028660
YJL026W,RNR2,S000003563
YJL027C,YJL027C,S000003564
YJL028W,YJL028W,S000003565
YJL029C,VPS53,S000003566
YJL030W,MAD2,S000003567
YJL031C,BET4,S000003568
YJL032W,YJL032W,S000003569
YJL033W,HCA4,S000003570
YJL034W,KAR2,S000003571
YJL035C,TAD2,S000003572
YJL036W,SNX4,S000003573
YJL037W,IRC18,S000003574
YJL038C,LOH1,S000003575
YJL039C,NUP192,S000003576
YJL041W,NSP1,S000003577
YJL042W,MHP1,S000003578
YJL043W,YJL043W,S000003579
YJL044C,GYP6,S000003580
YJL045W,YJL045W,S000003581
YJL046W,AIM22,S000003582
YJL047C,RTT101,S000003583
YJL047C-A,YJL047C-A,S000028804
YJL048C,UBX6,S000003584
YJL049W,YJL049W,S000003585
YJL050W,MTR4,S000003586
YJL051W,IRC8,S000003587
YJL052C-A,YJL052C-A,S000007610
YJL052W,TDH1,S000003588
YJL053W,PEP8,S000003589
YJL054W,TIM54,S000003590
YJL055W,YJL055W,S000003591
YJL056C,ZAP1,S000003592
YJL057C,IKS1,S000003593
YJL058C,BIT61,S000003594
YJL059W,YHC3,S000003595
YJL060W,BNA3,S000003596
YJL061W,NUP82,S000003597
YJL062W,LAS21,S000003598
YJL062W-A,COA3,S000007611
YJL063C,MRPL8,S000003599
YJL064W,YJL064W,S000003600
YJL065C,DLS1,S000003601
YJL066C,MPM1,S000003602
YJL067W,YJL067W,S000003603
YJL068C,YJL068C,S000003604
YJL069C,UTP18,S000003605
YJL070C,YJL070C,S000003606
YJL071W,ARG2,S000003607
YJL072C,PSF2,S000003608
YJL073W,JEM1,S000003609
YJL074C,SMC3,S000003610
YJL075C,APQ13,S000003611
YJL076W,NET1,S000003612
YJL077C,ICS3,S000003613
YJL077W-A,YJL077W-A,S000028661
YJL077W-B,YJL077W-B,S000028662
YJL078C,PRY3,S000003614
YJL079C,PRY1,S000003615
YJL080C,SCP160,S000003616
YJL081C,ARP4,S000003617
YJL082W,IML2,S000003618
YJL083W,TAX4,S000003619
YJL084C,ALY2,S000003620
YJL085W,EXO70,S000003621
YJL086C,YJL086C,S000003622
YJL087C,TRL1,S000003623
YJL088W,ARG3,S000003624
YJL089W,SIP4,S000003625
YJL090C,DPB11,S000003626
YJL091C,GWT1,S000003627
YJL092W,SRS2,S000003628
YJL093C,TOK1,S000003629
YJL094C,KHA1,S000003630
YJL095W,BCK1,S000003631
YJL096W,MRPL49,S000003632
YJL097W,PHS1,S000003633
YJL098W,SAP185,S000003634
YJL099W,CHS6,S000003635
YJL100W,LSB6,S000003636
YJL101C,GSH1,S000003637
YJL102W,MEF2,S000003638
YJL103C,GSM1,S000003639
YJL104W,PAM16,S000003640
YJL105W,SET4,S000003641
YJL106W,IME2,S000003642
YJL107C,YJL107C,S000003643
YJL108C,PRM10,S000003644
YJL109C,UTP10,S000003645
YJL110C,GZF3,S000003646
YJL111W,CCT7,S000003647
YJL112W,MDV1,S000003648
YJL113W,YJL113W,S000003649
YJL114W,YJL114W,S000003650
