gene,orf,no. of probes,measurments,F-statistic,#NAME?,difference,YPD,YPDGE,YPG,YPE,YPL
DCP2,YNL118C,0,0,,,,,,,,
YNL119W,YNL119W,4,44,1.10077,0.42995,0.04101,0.83468,0.8088,0.83594,0.84981,0.83742
YNL120C,YNL120C,2,22,0.16717,0.02146,0.02158,0.81221,0.8127,0.83321,0.82028,0.81163
TOM70,YNL121C,3,33,0.31728,0.06364,0.02483,0.95875,0.94196,0.94664,0.96399,0.96679
YNL122C,YNL122C,4,44,2.69241,1.32984,0.04513,0.99973,0.98505,0.9672,0.95978,0.9546
YNL123W,YNL123W,4,44,0.48477,0.12682,0.01278,0.99983,1.00205,0.98927,0.9898,0.99408
YNL124W,YNL124W,0,0,,,,,,,,
ESBP6,YNL125C,4,44,0.65307,0.20162,0.01537,1.01649,1.013,1.00113,1.00835,1.00114
SPC98,YNL126W,0,0,,,,,,,,
YNL127W,YNL127W,4,44,2.47509,1.20666,0.04515,1.00638,1.02755,1.03665,1.05153,1.04675
TEP1,YNL128W,4,44,8.60508,4.21909,0.08205,0.98783,0.96217,0.94168,0.90654,0.90577
YNL129W,YNL129W,4,44,1.31867,0.54942,0.02851,1.00526,1.00141,0.98851,0.97675,0.98359
CPT1,YNL130C,4,44,1.16891,0.46693,0.03241,1.0066,0.99307,0.9833,0.98606,0.97419
TOM22,YNL131W,0,0,,,,,,,,
YNL132W,YNL132W,0,0,,,,,,,,
YNL133C,YNL133C,2,21,3.59608,1.49089,0.12574,0.75865,0.72085,0.84658,0.84203,0.83116
YNL134C,YNL134C,4,43,3.67839,1.86711,0.05502,1.01695,1.04583,1.02773,1.07197,1.06738
fpr1,YNL135C,4,44,3.00071,1.50308,0.05458,0.93821,0.93965,0.98239,0.95486,0.99279
YNL136W,YNL136W,3,28,19.27893,5.91123,0.17086,0.90285,0.88697,0.74627,0.75107,0.73199
nam9,YNL137C,0,0,,,,,,,,
srv2,YNL138W,4,30,30.90883,7.80065,0.18647,0.77306,0.60439,0.76887,0.58659,0.74499
RLR1,YNL139C,3,29,8.34603,3.46726,0.20194,0.78074,0.68449,0.88643,0.81366,0.848
YNL140C,YNL140C,4,39,2.0126,0.92806,0.08588,0.954,0.92109,0.88265,0.89128,0.86811
AAH1,YNL141W,3,33,0.04483,0.00176,0.00589,1.00088,1.00049,1.00093,0.99785,0.99504
MEP2,YNL142W,4,38,0.08826,0.00638,0.01775,1.02143,1.01699,1.0104,1.02816,1.01429
YNL143C,YNL143C,3,33,0.21033,0.0314,0.01659,1.01388,1.02941,1.01624,1.03047,1.02137
YNL144C,YNL144C,4,44,3.06385,1.53832,0.06165,1.01888,1.06769,1.04686,1.08053,1.07668
mfa2,YNL145W,4,44,0.63706,0.19415,0.02814,1.01474,1.04288,1.02961,1.03947,1.03432
YNL146W,YNL146W,2,22,5.76661,2.28951,0.02549,1.00744,1.01728,1.01442,0.9991,0.99179
LSM7,YNL147W,4,44,46.66823,12.83186,0.14359,0.90834,0.92832,1.03122,1.04308,1.05193
ALF1,YNL148C,4,44,1.39907,0.59426,0.0402,0.89161,0.90466,0.93181,0.89679,0.92302
YNL149C,YNL149C,0,0,,,,,,,,
YNL150W,YNL150W,0,0,,,,,,,,
rpc31,YNL151C,0,0,,,,,,,,
YNL152W,YNL152W,0,0,,,,,,,,
GIM3,YNL153C,0,0,,,,,,,,
yck2,YNL154C,4,44,2.12552,1.00729,0.03136,0.9956,0.99068,0.99301,0.96424,0.97131
YNL155W,YNL155W,4,43,0.03,0.00079,0.00822,1.0168,1.01779,1.01941,1.02242,1.02502
YNL156C,YNL156C,0,0,,,,,,,,
YNL157W,YNL157W,2,22,2.82401,1.203,0.03507,0.99784,1.02974,1.02683,1.03292,1.03184
YNL158W,YNL158W,0,0,,,,,,,,
YNL159C,YNL159C,4,44,1.86248,0.85693,0.02002,1.00005,1.00918,1.01206,1.00094,0.99203
YGP1,YNL160W,4,44,3.62077,1.84491,0.04464,0.98678,1.00636,1.00784,1.03142,1.02528
CBK1,YNL161W,0,0,,,,,,,,
RPL42A,YNL162W,0,0,,,,,,,,
YNL163C,YNL163C,0,0,,,,,,,,
YNL164C,YNL164C,0,0,,,,,,,,
YNL165W,YNL165W,0,0,,,,,,,,
BNI5,YNL166C,0,0,,,,,,,,
sko1,YNL167C,0,0,,,,,,,,
YNL168C,YNL168C,4,44,4.42905,2.27517,0.07205,1.03292,1.07478,1.07732,1.10497,1.0928
PSD1,YNL169C,0,0,,,,,,,,
YNL170W,YNL170W,4,43,35.09953,10.90417,0.23579,0.87112,0.8183,0.71549,0.63533,0.65373
YNL171C,YNL171C,0,0,,,,,,,,
APC1,YNL172W,0,0,,,,,,,,
MDG1,YNL173C,4,44,1.08767,0.42289,0.0281,1.01031,1.03841,1.03833,1.0294,1.03333
NOP13,YNL175C,4,44,1.08421,0.42103,0.03469,0.9965,1.00494,0.99518,0.98166,0.97025
YNL176C,YNL176C,4,44,0.84609,0.29617,0.04428,1.02408,1.06722,1.06257,1.06836,1.05352
YNL177C,YNL177C,4,39,19.13159,7.18405,0.16838,0.72356,0.6439,0.59223,0.55518,0.57456
RPS3,YNL178W,0,0,,,,,,,,
YNL179C,YNL179C,4,44,2.41744,1.17387,0.03839,1.00776,1.04615,1.03738,1.04323,1.03446
RHO5,YNL180C,0,0,,,,,,,,
YNL181W,YNL181W,0,0,,,,,,,,
YNL182C,YNL182C,0,0,,,,,,,,
NPR1,YNL183C,4,44,5.11699,2.62695,0.04383,0.99307,1.02013,1.02534,1.00396,0.9815
YNL184C,YNL184C,4,30,29.89245,7.67255,0.21406,0.75692,0.69426,0.64471,0.54286,0.63654
MRPL19,YNL185C,0,0,,,,,,,,
YNL187W,YNL187W,2,22,0.71169,0.22431,0.01613,1.01164,1.01229,1.01197,0.99616,1.00014
kar1,YNL188W,0,0,,,,,,,,
srp1,YNL189W,0,0,,,,,,,,
YNL190W,YNL190W,4,44,0.92139,0.33486,0.02641,1.01009,1.01758,1.02659,1.0365,1.03085
YNL191W,YNL191W,4,44,0.61843,0.18554,0.02955,1.01117,1.02279,1.03366,1.0076,1.00411
CHS1,YNL192W,0,0,,,,,,,,
YNL193W,YNL193W,4,44,0.83691,0.29151,0.02762,1.008,1.02762,1.03562,1.02718,1.0239
YNL194C,YNL194C,4,44,0.51249,0.13851,0.01598,1.0027,1.01357,1.01868,1.01689,1.00939
YNL195C,YNL195C,4,44,0.18898,0.02569,0.01459,1.01845,1.01666,1.02349,1.02763,1.01304
SLZ1,YNL196C,4,44,0.87751,0.31221,0.0334,1.00149,1.00304,0.99489,0.97849,0.96964
WHI3,YNL197C,4,40,4.24598,2.12889,0.07133,0.92958,0.96257,0.98702,1.00091,0.99774
YNL198C,YNL198C,4,44,3.16875,1.59665,0.0433,0.96858,0.96098,0.99568,1.00428,0.99903
GCR2,YNL199C,3,32,15.16413,5.58721,0.15355,0.83426,0.82508,0.97791,0.96317,0.97863
YNL200C,YNL200C,4,44,7.86111,3.90421,0.04535,1.00329,1.00558,0.99184,0.96069,0.96023
YNL201C,YNL201C,4,44,1.56855,0.68968,0.04826,0.99645,0.99527,0.9763,0.94819,0.95944
SPS19,YNL202W,4,44,5.81755,2.97165,0.05203,1.00926,1.04114,1.03961,1.06129,1.05417
YNL203C,YNL203C,2,22,0.46371,0.1184,0.02572,1.01007,1.02073,0.99871,0.99501,0.99552
SPS18,YNL204C,4,44,1.37095,0.57854,0.03907,1.01342,1.03147,1.01582,1.00286,0.9924
YNL205C,YNL205C,3,33,1.7082,0.74547,0.04162,1.01102,1.0292,1.01264,0.98758,0.99373
RTT106,YNL206C,4,44,1.2713,0.52317,0.05081,0.92473,0.95541,0.95249,0.96173,0.97555
YNL207W,YNL207W,0,0,,,,,,,,
YNL208W,YNL208W,0,0,,,,,,,,
mer1,YNL210W,0,0,,,,,,,,
YNL211C,YNL211C,4,44,0.72679,0.23682,0.04019,0.998,1.0338,1.01597,1.00685,0.9936
VID27,YNL212W,3,33,3.01086,1.43015,0.05054,0.99345,0.94643,0.9605,0.94291,0.96089
YNL213C,YNL213C,0,0,,,,,,,,
PEX17,YNL214W,4,43,5.55332,2.82463,0.0649,1.01054,1.04103,1.04273,1.07544,1.07012
YNL215W,YNL215W,2,22,0.96684,0.34278,0.03536,0.89876,0.90497,0.90207,0.92939,0.93412
rap1,YNL216W,0,0,,,,,,,,
YNL217W,YNL217W,4,44,1.34815,0.56582,0.0358,1.00264,0.99742,0.98817,0.96684,0.97851
YNL218W,YNL218W,0,0,,,,,,,,
ALG9,YNL219C,4,44,0.1436,0.01564,0.01269,0.97795,0.973,0.98014,0.98569,0.97757
ade12,YNL220W,0,0,,,,,,,,
POP1,YNL221C,0,0,,,,,,,,
SSU72,YNL222W,0,0,,,,,,,,
AUT2,YNL223W,0,0,,,,,,,,
YNL224C,YNL224C,3,33,9.52636,4.09472,0.05214,1.00219,1.01834,1.03394,0.9818,1.02532
CNM67,YNL225C,4,42,50.14411,12.84265,0.16917,0.75488,0.76804,0.90714,0.865,0.92405
YNL226W,YNL226W,4,42,15.58145,6.53005,0.14057,0.75564,0.72722,0.86779,0.865,0.85952
YNL227C,YNL227C,4,44,16.86781,7.06665,0.16427,0.68794,0.68156,0.8289,0.80969,0.84583
YNL228W,YNL228W,4,42,18.53574,7.34487,0.18313,0.77832,0.82987,0.94524,0.96021,0.96145
ure2,YNL229C,4,44,23.35621,8.74248,0.16357,0.80604,0.84737,0.96962,0.92944,0.95758
ELA1,YNL230C,4,43,1.45589,0.62492,0.03561,1.01835,1.05396,1.04222,1.03076,1.03649
PDR16,YNL231C,3,33,0.68215,0.21404,0.03514,0.99206,1.00312,1.0143,0.97916,0.99252
CSL4,YNL232W,0,0,,,,,,,,
BNI4,YNL233W,4,44,2.43017,1.18111,0.04624,1.01092,1.05155,1.03965,1.05716,1.05642
YNL234W,YNL234W,0,0,,,,,,,,
YNL235C,YNL235C,2,22,1.94694,0.81025,0.04076,0.9847,1.01621,1.00731,1.00699,1.02546
sin4,YNL236W,2,22,6.28654,2.45094,0.09559,0.89298,0.9294,0.98857,0.91747,0.98209
YTP1,YNL237W,4,42,42.18482,11.80327,0.23623,0.9572,0.94718,0.85514,0.72096,0.88136
kex2,YNL238W,0,0,,,,,,,,
lap3,YNL239W,4,44,2.37794,1.15138,0.03116,0.9917,0.99936,1.02081,0.98966,1.01012
NAR1,YNL240C,0,0,,,,,,,,
zwf1,YNL241C,0,0,,,,,,,,
SPO72,YNL242W,4,44,0.33625,0.06974,0.0249,1.03068,1.05558,1.04841,1.05344,1.05039
SLA2,YNL243W,0,0,,,,,,,,
sui1,YNL244C,0,0,,,,,,,,
YNL245C,YNL245C,0,0,,,,,,,,
YNL246W,YNL246W,2,20,3.2865,1.34226,0.07898,0.72854,0.74141,0.80751,0.77292,0.80331
YNL247W,YNL247W,0,0,,,,,,,,
RPA49,YNL248C,4,42,62.01798,14.15792,0.21437,0.72018,0.72022,0.9221,0.93455,0.93372
MPA43,YNL249C,4,44,4.43936,2.28054,0.0805,1.02713,1.08571,1.08701,1.10762,1.10386
rad50,YNL250W,3,29,8.17909,3.41387,0.1586,0.74038,0.81175,0.89898,0.86047,0.86642
NRD1,YNL251C,0,0,,,,,,,,
MRPL17,YNL252C,4,29,26.77969,7.05744,0.21132,0.8767,0.83153,0.70158,0.66538,0.68951
YNL253W,YNL253W,4,44,2.42674,1.17916,0.04015,1.01387,1.05402,1.04904,1.04515,1.04554
YNL254C,YNL254C,4,44,4.17764,2.14328,0.04975,1.01417,1.06085,1.06392,1.04905,1.04695
GIS2,YNL255C,4,44,7.2596,3.6404,0.08078,1.02434,1.08508,1.07646,1.10513,1.09707
fol1,YNL256W,0,0,,,,,,,,
SIP3,YNL257C,4,44,9.8422,4.71683,0.10088,1.01787,1.07915,1.08727,1.11875,1.11303
YNL258C,YNL258C,0,0,,,,,,,,
ATX1,YNL259C,4,44,21.93573,8.4056,0.16261,0.96741,0.98402,0.82141,0.8574,0.96572
YNL260C,YNL260C,0,0,,,,,,,,
ORC5,YNL261W,0,0,,,,,,,,
pol2,YNL262W,0,0,,,,,,,,
YIF1,YNL263C,0,0,,,,,,,,
PDR17,YNL264C,4,44,1.163,0.46371,0.03253,0.98165,0.98379,1.00087,0.96835,0.97453
IST1,YNL265C,4,43,0.74765,0.24686,0.0191,0.99493,1.00563,1.01403,1,1.00236
YNL266W,YNL266W,4,43,1.97049,0.91614,0.05997,1.00572,1.03817,1.0453,1.05887,1.06569
PIK1,YNL267W,0,0,,,,,,,,
LYP1,YNL268W,4,44,0.24184,0.03969,0.0125,1.01209,1.00246,1.00856,1.00942,0.99959
YNL269W,YNL269W,4,44,3.91127,2.00162,0.03308,0.99955,1.02137,1.03264,1.02136,1.03115
ALP1,YNL270C,4,44,2.73769,1.3554,0.04382,0.98756,0.97841,0.99251,0.94868,0.9593
bni1,YNL271C,2,22,34.14656,6.64452,0.1782,0.88419,0.80254,0.96266,0.91556,0.98074
sec2,YNL272C,0,0,,,,,,,,
TOF1,YNL273W,4,44,3.98719,2.0422,0.07712,0.94236,0.96862,1.01948,0.9604,0.97003
YNL274C,YNL274C,4,44,4.14049,2.12365,0.04593,1.02674,1.0481,1.03345,1.07254,1.07267
YNL275W,YNL275W,4,44,0.50859,0.13685,0.01757,1.00579,1.01514,1.02103,1.00346,1.00801
YNL276C,YNL276C,0,0,,,,,,,,
met2,YNL277W,0,0,,,,,,,,
CAF120,YNL278W,4,44,1.09796,0.42844,0.03494,0.99818,1.02964,1.03311,1.02388,1.01975
PRM1,YNL279W,4,44,0.61015,0.18174,0.02044,1.00406,1.0223,1.0245,1.01604,1.0117
ERG24,YNL280C,1,7,1154.76475,1.65626,0.36868,0.78838,0.4197,0.74603,0.54132,0.64852
HCH1,YNL281W,4,44,3.93075,2.01205,0.06409,1.00914,1.06092,1.07323,1.07244,1.07301
POP3,YNL282W,0,0,,,,,,,,
WSC2,YNL283C,4,44,10.40684,4.93406,0.08399,0.98472,1.01634,1.05134,1.03634,1.06871
MRPL10,YNL284C,4,35,12.61677,5.10916,0.1817,0.78378,0.69647,0.60208,0.61414,0.67873
YNL285W,YNL285W,3,33,1.4574,0.61104,0.03908,0.99291,1.01139,1.03199,1.00297,1.00777
CUS2,YNL286W,4,44,1.24654,0.5095,0.03783,0.99525,1.03074,1.03308,1.02034,1.02404
SEC21,YNL287W,0,0,,,,,,,,
CAF40,YNL288W,4,44,1.32842,0.55484,0.02396,0.98767,0.99579,1.01163,0.98866,1.00942
PCL1,YNL289W,4,44,2.35945,1.14084,0.07151,1.01828,1.07803,1.08331,1.08407,1.08979
RFC3,YNL290W,0,0,,,,,,,,
MID1,YNL291C,4,44,1.92892,0.89489,0.03269,1.00452,1.02706,1.03721,1.02711,1.02926
PUS4,YNL292W,4,44,1.2504,0.51163,0.03138,0.99895,1.01858,1.03034,1.01886,1.02966
MSB3,YNL293W,4,44,0.64799,0.19924,0.02354,1.00395,1.01712,1.02749,1.0244,1.02557
YNL294C,YNL294C,4,44,0.7641,0.2551,0.03883,0.97832,0.99323,1.0072,0.99369,1.01715
YNL295W,YNL295W,4,44,1.24502,0.50866,0.04433,1.00212,1.03993,1.0313,1.03393,1.04644
YNL296W,YNL296W,3,33,3.30181,1.57658,0.11335,0.62741,0.70269,0.64292,0.67998,0.74076
MON2,YNL297C,2,22,2.96717,1.26389,0.09619,0.75733,0.70581,0.69092,0.66114,0.73743
CLA4,YNL298W,0,0,,,,,,,,
TRF5,YNL299W,4,44,3.70123,1.88854,0.07016,0.98867,1.04322,1.05606,1.05221,1.05883
TOS6,YNL300W,3,32,1.08771,0.4147,0.06141,1.02291,1.06059,1.06258,1.07701,1.08433
RPL18B,YNL301C,4,44,1.91178,0.88509,0.03934,0.99852,1.03569,1.03785,1.03047,1.03756
RPS19B,YNL302C,0,0,,,,,,,,
YNL303W,YNL303W,4,44,2.58619,1.26973,0.03618,1.00223,1.01703,1.02324,0.98705,0.9948
YPT11,YNL304W,4,44,3.04362,1.52704,0.05904,1.0146,1.05131,1.05578,1.06562,1.07364
YNL305C,YNL305C,2,22,1.97318,0.82246,0.09295,1.03269,1.10337,1.10582,1.11858,1.12564
YNL306W,YNL306W,0,0,,,,,,,,
MCK1,YNL307C,2,22,1.49205,0.59482,0.06677,1.01716,1.06878,1.08393,1.04065,1.07712
KRI1,YNL308C,0,0,,,,,,,,
STB1,YNL309W,0,0,,,,,,,,
YNL310C,YNL310C,0,0,,,,,,,,
YNL311C,YNL311C,4,44,0.99901,0.37556,0.03551,1.00388,1.03506,1.03939,1.03159,1.03688
RFA2,YNL312W,0,0,,,,,,,,
YNL313C,YNL313C,0,0,,,,,,,,
DAL82,YNL314W,4,44,6.74707,3.40877,0.10918,1.01979,1.08947,1.10237,1.11053,1.12897
ATP11,YNL315C,6,50,69.40686,16.4773,0.29867,0.89452,0.85651,0.61126,0.59585,0.61573
pha2,YNL316C,4,44,2.57996,1.26619,0.02697,1.00745,1.03374,1.02535,1.00678,1.01494
PFS2,YNL317W,0,0,,,,,,,,
HXT14,YNL318C,4,44,1.16031,0.46224,0.03328,0.99977,1.02079,1.03305,1.01073,1.01192
YNL319W,YNL319W,4,44,1.50147,0.65178,0.03789,0.99347,1.01112,1.03136,1.01171,1.00161
YNL320W,YNL320W,0,0,,,,,,,,
YNL321W,YNL321W,4,44,2.57462,1.26317,0.03821,1.01302,1.04787,1.05122,1.03876,1.03505
kre1,YNL322C,4,44,1.61825,0.71784,0.02391,0.98019,0.97556,0.99732,0.99947,0.98287
LEM3,YNL323W,4,44,44.25859,12.49748,0.10934,0.92803,0.95004,1.03737,1.0372,1.02326
YNL324W,YNL324W,4,44,3.74378,1.91155,0.05231,0.9734,0.98476,1.02571,0.9966,1.0113
FIG4,YNL325C,4,44,8.78022,4.29146,0.04889,0.98764,1.00195,1.02967,1.02713,1.03652
YNL326C,YNL326C,4,44,3.12869,1.5744,0.05964,0.98815,1.02143,1.04419,1.04779,1.04231
EGT2,YNL327W,4,44,1.98098,0.92465,0.03393,1.00275,1.03299,1.03584,1.03668,1.03061
MDJ2,YNL328C,2,22,3.26153,1.38624,0.1218,1.01418,1.09147,1.0943,1.13598,1.10554
PEX6,YNL329C,4,44,4.91177,2.5234,0.04389,0.99252,0.98571,1.0048,0.96091,0.9695
rpd3,YNL330C,0,0,,,,,,,,
aad14,YNL331C,0,0,,,,,,,,
THI12,YNL332W,4,44,6.03349,3.07522,0.04846,1.00438,1.04,1.05283,1.03316,1.03763
SNZ2,YNL333W,4,44,1.70309,0.76604,0.0464,1.01806,1.06249,1.06446,1.05678,1.06285
SNO2,YNL334C,3,33,1.61539,0.69567,0.06879,1.01041,1.05848,1.06583,1.07702,1.07921
YNL335W,YNL335W,4,44,3.00752,1.50689,0.04628,1.00347,1.04227,1.04974,1.03116,1.04445
COS1,YNL336W,4,44,3.87305,1.98114,0.06409,1.01792,1.0782,1.08201,1.07114,1.08139
YNL338W,YNL338W,4,44,0.9139,0.33097,0.03688,1.00454,1.03576,1.04142,1.01254,1.02749
YRF1-6,YNL339C,4,44,2.21001,1.05557,0.03411,1.01202,1.03375,1.04281,1.0087,1.01898
CIT1,YNR001C,4,44,65.91314,15.07808,0.17028,0.9871,0.95391,0.81683,0.93946,0.8217
FUN34,YNR002C,4,44,3.6361,1.85323,0.07004,1.02133,1.0597,1.0479,1.09137,1.07435
rpc34,YNR003C,0,0,,,,,,,,
YNR004W,YNR004W,4,44,19.32247,7.74431,0.09895,0.87148,0.85553,0.94398,0.95448,0.95409
YNR005C,YNR005C,4,44,2.97799,1.49038,0.04176,1.00213,0.97775,0.96038,0.97761,0.98984
VPS27,YNR006W,4,39,44.51834,11.47538,0.19349,0.95365,0.88457,0.76017,0.81715,0.89013
AUT1,YNR007C,4,44,0.30215,0.05823,0.0202,1.00381,0.9836,1.00081,0.98858,0.99117
LRO1,YNR008W,4,44,0.32483,0.0658,0.02572,0.99349,0.9916,0.97032,0.99553,0.99604
YNR009W,YNR009W,4,44,1.04797,0.40159,0.02658,1.02262,1.03214,1.02332,1.0492,1.03941
CSE2,YNR010W,0,0,,,,,,,,
prp2,YNR011C,0,0,,,,,,,,
URK1,YNR012W,2,22,6.59609,2.54354,0.09015,0.98025,0.96739,1.01164,1.05754,1.04569
YNR013C,YNR013C,4,44,0.15038,0.01701,0.01486,1.01948,1.00558,1.00462,1.01348,1.00858
YNR014W,YNR014W,4,44,1.53655,0.67158,0.0316,1.02286,1.03358,1.02586,1.05446,1.04519
smm1,YNR015W,4,44,1.16309,0.46376,0.02746,1.02047,1.03407,1.0187,1.04616,1.02643
ACC1,YNR016C,0,0,,,,,,,,
MAS6,YNR017W,0,0,,,,,,,,
YNR018W,YNR018W,4,42,31.22327,10.06979,0.15875,1.00438,1.01176,0.87312,1.01203,0.85328
ARE2,YNR019W,4,44,0.37466,0.08349,0.01425,1.024,1.01,1.00976,1.02101,1.01984
YNR020C,YNR020C,3,18,35.8327,5.17427,0.21695,0.82283,0.86289,0.70906,0.64594,0.69105
YNR021W,YNR021W,2,22,0.87693,0.30039,0.02731,1.0124,0.98993,1.00014,0.99857,0.9851
YNR022C,YNR022C,0,0,,,,,,,,
SNF12,YNR023W,0,0,,,,,,,,
YNR024W,YNR024W,4,44,3.10984,1.56392,0.04893,1.01845,0.97569,0.96952,0.97989,0.97258
YNR025C,YNR025C,3,33,9.13854,3.96599,0.18842,0.94348,0.93751,0.75507,0.80994,0.81599
SEC12,YNR026C,0,0,,,,,,,,
BUD17,YNR027W,4,44,6.37454,3.23627,0.07671,1.03228,1.05686,1.05332,1.10899,1.0817
CPR8,YNR028W,4,44,0.50068,0.1335,0.02397,1.01855,1.00987,1.00294,1.01552,0.99458
YNR029C,YNR029C,4,44,3.20266,1.61545,0.04914,0.9914,0.98953,0.98014,1.02928,1.01807
ECM39,YNR030W,2,22,2.31442,0.97884,0.0539,1.01934,0.97229,0.96544,0.99359,0.98403
SSK2,YNR031C,4,44,0.96518,0.35772,0.02296,1.02206,1.00684,1.01403,0.9991,1.01755
HUB1,YNR032C-A,4,44,1.72155,0.77655,0.04064,1.03433,1.03531,1.02045,1.06109,1.04479
PPG1,YNR032W,4,42,16.15671,6.69604,0.12408,1.02149,1.0603,1.06151,1.14557,1.123
ABZ1,YNR033W,4,44,0.70443,0.22602,0.01617,1.01157,1.01292,1.00243,1.01859,1.005
SOL1,YNR034W,4,44,4.0003,2.04919,0.0548,1.02923,0.98834,0.97764,0.98003,0.97443
ARC35,YNR035C,0,0,,,,,,,,
YNR036C,YNR036C,3,20,24.83936,5.00222,0.17194,0.83181,0.71852,0.66314,0.65988,0.68182
RSM19,YNR037C,4,31,48.63881,9.88788,0.27513,0.85715,0.79619,0.60319,0.58202,0.62014
DBP6,YNR038W,0,0,,,,,,,,
ZRG17,YNR039C,4,43,2.70031,1.32934,0.14332,1.06328,1.01807,1.00826,0.995,0.91997
YNR040W,YNR040W,4,42,3.13947,1.56667,0.17317,1.03921,0.99793,1.00049,0.97074,0.86603
COQ2,YNR041C,2,16,59.00208,5.73011,0.4194,0.95342,0.97168,0.71243,0.72015,0.55229
YNR042W,YNR042W,4,34,49.89352,10.83466,0.36027,0.9872,0.91991,0.67639,0.63949,0.62693
MVD1,YNR043W,0,0,,,,,,,,
aga1,YNR044W,0,0,,,,,,,,
pet494,YNR045W,2,22,61.79794,8.41204,0.36259,0.93716,0.8363,0.57457,0.58295,0.58148
YNR046W,YNR046W,0,0,,,,,,,,
YNR047W,YNR047W,0,0,,,,,,,,
YNR048W,YNR048W,4,44,6.32047,3.21094,0.0692,1.03598,1.06115,1.05729,1.10518,1.08722
MSO1,YNR049C,4,44,0.19736,0.02775,0.02207,1.03051,1.03096,1.02743,1.0495,1.02785
lys9,YNR050C,4,44,17.64854,7.28872,0.14,0.91404,0.96371,0.97626,1.05404,1.03407
BRE5,YNR051C,4,44,4.04303,2.07194,0.06018,0.99389,0.98903,0.93371,0.97344,0.9769
POP2,YNR052C,3,33,2.43034,1.13002,0.07489,0.79468,0.78624,0.86009,0.85831,0.86112
YNR053C,YNR053C,0,0,,,,,,,,
YNR054C,YNR054C,0,0,,,,,,,,
hol1,YNR055C,4,44,2.7725,1.37502,0.04813,1.03102,1.03201,1.00285,1.05098,1.03648
BIO5,YNR056C,4,44,2.62972,1.29438,0.05142,1.02281,1.0419,1.03172,1.07422,1.04775
BIO4,YNR057C,4,44,1.64448,0.73273,0.04901,1.02698,1.03627,1.02047,1.06949,1.0482
BIO3,YNR058W,4,44,2.54173,1.24451,0.0635,1.04375,1.0514,1.03312,1.09662,1.07221
MNT4,YNR059W,4,44,1.37692,0.58187,0.04556,1.031,0.99297,0.98544,1.00534,0.98788
FRE4,YNR060W,4,44,1.86644,0.85919,0.04016,1.03312,1.02429,1.00269,1.04285,1.02313
YNR061C,YNR061C,4,44,0.67869,0.21371,0.02845,1.03172,1.00524,1.00327,1.02274,1.01311
YNR062C,YNR062C,4,44,0.77987,0.2629,0.03781,1.03545,1.0032,0.99765,1.01856,1.00292
YNR063W,YNR063W,4,44,2.15041,1.02152,0.04169,1.04127,1.03823,1.02402,1.06571,1.05025
YNR064C,YNR064C,4,44,0.56653,0.16206,0.0374,1.03218,1.00954,0.99478,1.01721,1.00483
YNR065C,YNR065C,4,44,1.06816,0.41241,0.03676,1.03393,1.01161,0.99717,1.03261,1.02111
YNR066C,YNR066C,4,44,2.53824,1.24253,0.03871,1.02444,1.00409,0.99463,1.03335,1.01485
YNR067C,YNR067C,4,44,1.4696,0.63383,0.04746,1.03641,0.99991,0.98895,1.00384,0.99378
YNR068C,YNR068C,4,44,4.08616,2.09485,0.04943,1.00851,0.96586,0.95908,0.98774,0.99671
YNR069C,YNR069C,4,44,1.18809,0.4774,0.02793,1.0317,1.02549,1.00751,1.03543,1.02854
YNR070W,YNR070W,4,44,1.52453,0.6648,0.0501,1.01498,0.99586,0.98343,0.98203,0.96488
YNR071C,YNR071C,4,44,1.28454,0.53049,0.03158,1.01395,1.00502,0.98237,1.00465,0.99604
HXT17,YNR072W,4,44,2.74837,1.36142,0.04015,1.007,1.01353,0.98914,1.02929,1.01525
YNR073C,YNR073C,2,18,4.15073,1.5633,0.13727,0.97591,1.04182,1.05922,1.11319,1.08291
YNR074C,YNR074C,4,40,0.24914,0.04192,0.0334,1.00984,1.02666,1.02429,1.04324,1.02787
COS10,YNR075W,4,44,1.09058,0.42446,0.03673,1.00121,0.97929,0.96872,0.97827,0.96448
pho80,YOL001W,4,44,4.58213,2.3546,0.08493,0.90571,0.88449,0.82078,0.83289,0.88357
YOL002C,YOL002C,4,44,3.89468,1.99274,0.08464,1.02328,1.08029,1.08566,1.10792,1.10199
YOL003C,YOL003C,4,44,5.6802,2.90513,0.06161,0.99279,1.0246,1.03813,1.05124,1.0544
sin3,YOL004W,4,44,0.90459,0.32615,0.02886,0.82985,0.8396,0.84478,0.84921,0.85871
RPB11,YOL005C,0,0,,,,,,,,
top1,YOL006C,4,44,12.74722,5.77552,0.10904,0.89831,0.95097,1.00735,1.00423,0.99592
CSI2,YOL007C,3,30,1.77171,0.76815,0.07491,1.00827,1.06351,1.06163,1.08318,1.06164
YOL008W,YOL008W,2,22,59.26915,8.28481,0.32395,0.93201,0.92107,0.63846,0.60806,0.65561
MDM12,YOL009C,4,36,45.4093,10.88277,0.19314,0.73714,0.65023,0.58843,0.544,0.60291
RCL1,YOL010W,0,0,,,,,,,,
PLB3,YOL011W,4,44,1.95734,0.91114,0.02787,1.00829,1.01109,1.01854,0.99094,0.99067
HTZ1,YOL012C,4,42,5.06927,2.57031,0.09596,0.84464,0.83014,0.89918,0.80322,0.85997
HRD1,YOL013C,2,22,0.76094,0.24667,0.029,1.02276,1.04793,1.05175,1.04888,1.04758
