gene,orf,no. of probes,measurments,F-statistic,#NAME?,difference,YPD,YPDGE,YPG,YPE,YPL
YOL013W-A,YOL013W-A,4,44,6.63524,3.35736,0.05998,1.02258,1.0417,1.02815,1.08256,1.06738
YOL014W,YOL014W,3,33,1.94469,0.87226,0.04099,1.00273,1.03805,1.04373,1.02882,1.02408
YOL015W,YOL015W,4,44,4.72619,2.42875,0.0585,1.00926,1.05193,1.06285,1.06776,1.06143
CMK2,YOL016C,4,44,0.35551,0.07653,0.01926,1.01714,1.02792,1.03641,1.02613,1.03068
YOL017W,YOL017W,2,22,2.41121,1.0223,0.034,1.00772,0.99644,1.00346,0.97372,0.98218
TLG2,YOL018C,2,21,2.98942,1.25118,0.04493,0.98153,0.98647,0.96984,0.99277,1.01477
TOS7,YOL019W,4,44,5.51227,2.8231,0.07915,1.02523,1.07289,1.07412,1.10438,1.10108
TAT2,YOL020W,4,44,6.16231,3.13641,0.05602,0.98111,0.99597,1.02162,1.03713,1.02064
DIS3,YOL021C,0,0,,,,,,,,
YOL022C,YOL022C,0,0,,,,,,,,
IFM1,YOL023W,4,29,21.76139,6.32484,0.17798,0.65608,0.57296,0.5687,0.4781,0.53808
YOL024W,YOL024W,4,42,4.10142,2.08033,0.06582,1.00409,1.04118,1.04669,1.0699,1.04543
LAG2,YOL025W,4,44,3.65714,1.86465,0.06315,1.00976,1.05658,1.06488,1.07291,1.06449
YOL026C,YOL026C,0,0,,,,,,,,
YOL027C,YOL027C,4,44,315.03111,26.18834,0.37491,0.90216,0.82202,0.56525,0.52725,0.59608
YAP7,YOL028C,2,22,1.46635,0.58249,0.06491,1.006,0.97673,0.98411,0.94649,0.9411
YOL029C,YOL029C,4,44,0.29848,0.05703,0.00701,1.00838,1.00589,1.01084,1.00383,1.01059
YOL030W,YOL030W,4,44,0.30326,0.05859,0.01419,1.00382,1.00897,1.01802,1.00776,1.01739
YOL031C,YOL031C,4,44,0.66821,0.20875,0.02629,1.00368,0.99882,1.00441,0.97812,0.9854
YOL032W,YOL032W,3,33,0.90016,0.3199,0.02747,1.01203,1.01539,1.02183,0.99436,0.99728
MSE1,YOL033W,4,34,16.93255,6.11041,0.13386,0.70442,0.63218,0.64115,0.57056,0.6053
YOL034W,YOL034W,0,0,,,,,,,,
YOL035C,YOL035C,2,22,1.0202,0.36814,0.03873,1.00364,0.99788,0.99925,0.96491,0.96728
YOL036W,YOL036W,4,44,0.50906,0.13705,0.01514,0.99891,1.01406,1.01185,1.00403,1.00252
YOL037C,YOL037C,4,44,2.72729,1.34953,0.05127,1.00543,1.04439,1.04958,1.05669,1.05293
PRE6,YOL038W,0,0,,,,,,,,
RPP2A,YOL039W,4,44,38.58179,11.64634,0.13227,0.92214,0.97353,1.04973,1.05239,1.05442
RPS15,YOL040C,0,0,,,,,,,,
NOP12,YOL041C,4,42,38.27589,11.23189,0.23391,0.7925,0.9062,0.98656,1.02641,1.01001
NGL1,YOL042W,4,44,4.3695,2.24409,0.04812,1.00689,1.05501,1.04816,1.01942,1.02098
NTG2,YOL043C,4,44,3.35495,1.69954,0.03888,1.01521,1.05177,1.04999,1.05047,1.05409
PEX15,YOL044W,3,33,0.23514,0.03816,0.01655,0.96956,0.96893,0.97865,0.98171,0.98548
YOL045W,YOL045W,4,44,0.32871,0.06713,0.01893,1.00303,1.01606,1.02196,1.01256,1.01003
YOL046C,YOL046C,4,44,0.97433,0.36253,0.02867,1.01557,1.03253,1.03158,1.04425,1.03154
YOL047C,YOL047C,4,44,0.43441,0.10635,0.01424,1.01036,1.01102,1.01175,1.00752,0.99751
YOL048C,YOL048C,4,44,0.4716,0.12137,0.02026,1.01413,1.03173,1.03439,1.02949,1.02777
GSH2,YOL049W,2,22,0.23739,0.03961,0.02018,1.01624,1.03641,1.03503,1.03137,1.03102
YOL050C,YOL050C,3,33,2.77646,1.31018,0.05664,0.93152,0.93412,0.90839,0.89336,0.95
gal11,YOL051W,4,39,16.67846,6.57063,0.13567,0.76832,0.74292,0.74904,0.77437,0.87858
spe2,YOL052C,3,33,3.65471,1.75038,0.08734,1.02936,1.07681,1.07078,1.11577,1.1167
YOL053C-A,YOL053C-A,4,44,1.5652,0.68778,0.02997,1.0113,1.03705,1.04127,1.02282,1.02537
YOL053W,YOL053W,4,44,1.45703,0.62677,0.0264,1.00616,1.03039,1.03257,1.01176,1.02447
YOL054W,YOL054W,4,44,5.65476,2.89275,0.06228,0.968,0.97637,1.03028,1.01004,1.02773
THI20,YOL055C,4,44,1.20703,0.48778,0.02362,0.9974,1.0113,1.01602,1.0173,1.02102
GPM3,YOL056W,2,22,0.22229,0.03537,0.01785,1.01469,1.02026,1.03254,1.01861,1.02064
YOL057W,YOL057W,4,44,0.84405,0.29513,0.02482,0.99719,1.00586,1.01317,0.98834,0.99279
arg1,YOL058W,4,44,0.57083,0.16398,0.02431,1.00694,1.01208,1.03126,1.02021,1.02915
GPD2,YOL059W,4,43,0.30712,0.05989,0.02111,1.00101,1.01463,1.02212,1.00341,1.00389
AMI3,YOL060C,4,42,2.35775,1.13222,0.04553,0.99729,1.03134,1.04282,1.03202,1.02844
PRS5,YOL061W,4,44,2.8958,1.44435,0.06278,0.97824,1.01279,1.03332,1.04103,1.03547
APM4,YOL062C,4,44,0.70157,0.22464,0.01737,0.99482,1.0087,1.01176,1.01219,1.00938
YOL063C,YOL063C,4,44,1.05736,0.40662,0.02528,0.99036,0.98731,0.99816,0.97288,0.97997
MET22,YOL064C,2,22,0.79805,0.26371,0.0546,0.77225,0.75007,0.80467,0.77773,0.8018
INP54,YOL065C,4,44,0.8302,0.28811,0.02819,1.00977,1.03186,1.03796,1.02186,1.03205
RIB2,YOL066C,0,0,,,,,,,,
RTG1,YOL067C,3,33,2.46773,1.14964,0.04981,0.9598,0.96503,0.99434,1.00547,1.00961
HST1,YOL068C,4,44,1.01774,0.38548,0.03689,0.9898,1.01567,1.01582,1.02668,1.02318
NUF2,YOL069W,0,0,,,,,,,,
YOL070C,YOL070C,4,44,1.36798,0.57688,0.03224,0.98385,0.99249,1.01529,0.98305,1.00079
YOL071W,YOL071W,4,43,84.77548,16.46974,0.31632,0.9547,0.95585,0.69913,0.86966,0.63953
THP1,YOL072W,4,43,5.03161,2.56823,0.0764,0.80858,0.81761,0.84976,0.88498,0.83411
YOL075C,YOL075C,4,44,0.5033,0.1346,0.01967,1.01323,1.02635,1.0248,1.0297,1.0329
MDM20,YOL076W,3,28,1.18534,0.45909,0.05004,0.75793,0.75518,0.77546,0.72541,0.74359
BRX1,YOL077C,0,0,,,,,,,,
YOL078W,YOL078W,0,0,,,,,,,,
YOL079W,YOL079W,4,44,0.49476,0.131,0.02769,0.98705,0.99816,1.01474,1.01,1.01092
REX4,YOL080C,4,44,3.11581,1.56724,0.04563,0.98283,0.97216,0.99558,0.94995,0.95063
ira2,YOL081W,4,44,114.4214,18.86182,0.39662,1.00725,0.96887,0.86182,0.61063,0.91544
YOL082W,YOL082W,4,44,9.02412,4.39118,0.06032,1.00609,0.9871,0.99139,0.94578,0.95934
YOL083W,YOL083W,4,44,0.52711,0.14479,0.02082,0.99995,1.00527,1.00025,0.99024,0.98445
PHM7,YOL084W,4,44,0.64239,0.19663,0.02501,1.0108,1.03001,1.03581,1.03202,1.03439
YOL085C,YOL085C,4,44,2.87155,1.43074,0.05756,1.01854,1.05651,1.0589,1.0761,1.07573
adh1,YOL086C,4,42,24.33816,8.7194,0.32669,0.79527,0.85426,1.10293,1.0844,1.12195
YOL087C,YOL087C,3,33,1.31632,0.53587,0.05402,0.98864,0.96545,0.93462,0.95344,0.95001
MPD2,YOL088C,4,44,0.45868,0.11609,0.02154,1.00105,1.01753,1.00997,1.00853,1.02258
HAL9,YOL089C,4,43,2.02303,0.94603,0.05308,1.03589,1.04396,1.05445,1.08648,1.08897
msh2,YOL090W,4,42,0.94352,0.34566,0.03773,1.02317,1.03786,1.02098,1.05871,1.04483
SPO21,YOL091W,4,43,0.49835,0.13251,0.03955,1.04399,1.01337,1.00444,1.02873,1.01807
YOL092W,YOL092W,4,44,0.92493,0.3367,0.03614,1.03623,1.0313,1.01806,1.0542,1.04212
YOL093W,YOL093W,4,44,4.49759,2.31082,0.05291,1.01473,1.00738,0.99581,1.04871,1.03406
RFC4,YOL094C,0,0,,,,,,,,
HMI1,YOL095C,3,19,24.93392,4.74114,0.20664,0.82707,0.71863,0.6718,0.62043,0.69416
COQ3,YOL096C,4,30,31.68673,7.89631,0.21598,0.86146,0.82497,0.64549,0.64855,0.65711
WRS1,YOL097C,0,0,,,,,,,,
YOL098C,YOL098C,4,44,2.5911,1.27251,0.04486,1.02256,1.02727,1.00674,1.0516,1.02749
YOL099C,YOL099C,4,44,1.03716,0.39582,0.03996,1.01727,1.01487,1.00067,1.04063,1.01862
PKH2,YOL100W,2,22,3.41365,1.44799,0.0725,0.96758,0.91693,0.89507,0.91458,0.91105
YOL101C,YOL101C,2,22,2.91692,1.24262,0.09389,1.02282,0.94831,0.92893,0.95638,0.94032
TPT1,YOL102C,0,0,,,,,,,,
ITR2,YOL103W,4,44,1.14469,0.45374,0.0464,1.04235,1.01402,0.99595,1.03904,1.01437
NDJ1,YOL104C,4,44,4.85063,2.49232,0.07295,1.03768,0.98738,0.96867,0.97304,0.96473
WSC3,YOL105C,4,44,0.94064,0.34488,0.04488,1.03758,1.01419,0.9927,1.0259,1.01405
YOL106W,YOL106W,4,44,5.95468,3.03756,0.08299,1.0356,0.98441,0.96944,0.96723,0.95262
YOL107W,YOL107W,4,44,5.5621,2.84752,0.0743,1.03443,0.98175,0.96595,0.96781,0.96013
INO4,YOL108C,4,44,7.44468,3.72248,0.0854,1.03957,0.98407,0.96623,0.96259,0.95417
ZEO1,YOL109W,2,22,0.93932,0.32975,0.05913,1.05222,1.02347,0.99309,1.0376,1.01732
SHR5,YOL110W,4,44,3.34933,1.69645,0.0611,1.042,1.04533,1.0312,1.0923,1.07364
YOL111C,YOL111C,4,44,2.44274,1.18826,0.0406,1.03172,1.02642,0.99112,1.02556,1.00162
MSB4,YOL112W,4,42,3.78363,1.91351,0.07462,1.03438,1.07102,1.05762,1.109,1.06683
SKM1,YOL113W,3,33,0.448,0.11192,0.01727,1.02599,1.04326,1.03564,1.04289,1.03314
YOL114C,YOL114C,4,43,0.36226,0.07899,0.0262,1.03933,1.03875,1.02145,1.04765,1.0397
TRF4,YOL115W,3,28,5.59663,2.46391,0.06162,0.90295,0.91697,0.94158,0.94496,0.88334
MSN1,YOL116W,4,44,0.33909,0.07072,0.02519,1.01335,1.02028,0.9951,1.00619,1.00919
YOL117W,YOL117W,4,43,0.50213,0.13411,0.02298,1.0269,1.01908,1.01905,1.02184,1.00392
YOL118C,YOL118C,4,44,0.71865,0.23288,0.04845,1.00151,1.00266,1.0306,1.04996,1.03468
YOL119C,YOL119C,4,44,2.36004,1.14118,0.03691,1.03149,1.04539,1.03111,1.06801,1.05196
RPL18A,YOL120C,0,0,,,,,,,,
RPS19A,YOL121C,4,43,11.14102,5.15661,0.16439,0.86492,0.89964,0.99678,1.02931,1.00814
SMF1,YOL122C,4,43,1.47514,0.6357,0.05722,1.0327,1.04439,1.04275,1.08992,1.06294
HRP1,YOL123W,0,0,,,,,,,,
YOL124C,YOL124C,4,44,2.22471,1.06397,0.0312,1.02407,1.0035,0.99287,1.01088,1.00174
YOL125W,YOL125W,4,44,1.59797,0.70634,0.02551,1.0237,1.01673,1.00581,1.01477,0.99818
MDH2,YOL126C,4,43,2.31326,1.11093,0.06479,1.04588,1.08261,1.06357,1.11067,1.10241
RPL25,YOL127W,0,0,,,,,,,,
YOL128C,YOL128C,4,44,1.96061,0.913,0.04013,1.016,0.98093,0.98067,0.98142,0.97587
YOL129W,YOL129W,4,44,1.35793,0.57128,0.03168,1.02858,1.01311,0.99751,1.01061,0.9969
ALR1,YOL130W,0,0,,,,,,,,
YOL131W,YOL131W,4,44,3.9574,2.02629,0.06285,1.03752,1.05452,1.03575,1.0986,1.07674
YOL132W,YOL132W,4,44,4.13843,2.12256,0.06375,1.03437,1.04297,1.02449,1.08824,1.06812
HRT1,YOL133W,0,0,,,,,,,,
YOL134C,YOL134C,0,0,,,,,,,,
MED7,YOL135C,0,0,,,,,,,,
pfk27,YOL136C,4,44,5.20966,2.67333,0.08321,1.03885,1.07162,1.06079,1.12206,1.09937
YOL137W,YOL137W,4,44,0.63427,0.19285,0.03869,1.03845,1.05275,1.03013,1.06882,1.05274
YOL138C,YOL138C,4,44,0.38842,0.0886,0.021,0.97862,0.99813,0.98427,0.99882,0.97782
CDC33,YOL139C,2,22,5.89713,2.33076,0.21956,0.79985,0.808,1.01941,0.96274,0.88859
PPM2,YOL141W,3,33,0.46334,0.11808,0.018,1.0098,1.00618,0.99903,0.99346,0.9918
RIB4,YOL143C,0,0,,,,,,,,
NOP8,YOL144W,0,0,,,,,,,,
YOL146W,YOL146W,0,0,,,,,,,,
PEX11,YOL147C,4,44,1.78502,0.81272,0.04014,1.01228,0.98308,0.97382,0.97756,0.97214
SPT20,YOL148C,0,0,,,,,,,,
DCP1,YOL149W,0,0,,,,,,,,
YOL150C,YOL150C,4,43,4.84269,2.47349,0.05119,1.01433,0.99339,0.98607,1.03726,1.0234
GRE2,YOL151W,4,44,6.41694,3.25609,0.07624,1.02253,0.96102,0.94629,0.94935,0.95218
FRE7,YOL152W,4,44,4.87003,2.5022,0.06324,1.03167,1.0139,0.9939,1.05714,1.04463
YOL153C,YOL153C,4,44,1.95227,0.90823,0.04003,1.02067,0.99095,0.98063,1.01035,1.00336
YOL155C,YOL155C,4,43,1.41633,0.60279,0.06047,1.0403,1.01081,0.97982,1.02376,1.0072
ENB1,YOL158C,4,41,0.06172,0.00322,0.00747,1.02414,1.02876,1.02894,1.03161,1.02568
YOL159C,YOL159C,4,44,0.29573,0.05614,0.02958,1.02355,0.99796,1.00099,0.99397,1.00031
YOL160W,YOL160W,4,44,1.90781,0.88283,0.0459,1.02821,0.99349,0.98795,0.98231,0.98461
YOL162W,YOL162W,4,44,0.44167,0.10923,0.02222,1.02062,1.00823,0.9984,1.01106,1.00008
YOL163W,YOL163W,4,44,1.7041,0.76662,0.04482,1.02221,1.03807,1.04384,1.06703,1.05687
YOL166C,YOL166C,0,0,,,,,,,,
RRP6,YOR001W,4,38,23.09309,7.9345,0.21324,0.74476,0.79894,0.90369,0.958,0.92429
ALG6,YOR002W,3,33,24.28957,7.5732,0.08907,0.95701,0.9683,1.01096,0.99973,1.04608
YSP3,YOR003W,4,44,3.67402,1.87381,0.04123,0.99462,1.02056,1.03426,1.03584,1.03499
YOR004W,YOR004W,0,0,,,,,,,,
DNL4,YOR005C,4,44,1.72213,0.77688,0.0296,1.00676,1.03636,1.03572,1.01775,1.0179
YOR006C,YOR006C,4,44,53.15158,13.66481,0.11317,0.89789,0.8999,1.00821,0.99662,1.01106
SGT2,YOR007C,2,21,2.53963,1.06272,0.06755,0.98102,1.04857,1.03375,1.04353,1.03272
SLG1,YOR008C,3,28,7.68761,3.19535,0.12467,0.8498,0.7944,0.78331,0.77575,0.90042
KIM1,YOR008C-A,4,44,0.37701,0.08435,0.02223,1.0102,1.01831,1.02197,1.03243,1.01272
YOR009W,YOR009W,4,44,4.80554,2.46934,0.06393,0.99789,1.02788,1.04047,1.06182,1.05359
TIR2,YOR010C,3,33,0.1757,0.02282,0.01791,1.01454,1.0257,1.02265,1.02405,1.03246
AUS1,YOR011W,4,44,0.98564,0.36849,0.02207,1.00244,1.01382,1.0245,1.01736,1.02294
YOR012W,YOR012W,3,33,4.43954,2.12169,0.09757,1.03761,1.08749,1.08087,1.13518,1.12608
YOR013W,YOR013W,4,44,6.03606,3.07644,0.07803,1.01521,1.06078,1.06068,1.09324,1.08444
RTS1,YOR014W,4,41,1.93605,0.89134,0.04997,0.90212,0.89782,0.85718,0.85836,0.85216
YOR015W,YOR015W,4,44,2.90093,1.44722,0.04813,0.98722,0.98506,1.0034,0.95527,0.9644
ERP4,YOR016C,4,44,0.684,0.21624,0.02158,0.9894,0.99014,0.9897,0.97192,0.96857
pet127,YOR017W,4,44,12.02026,5.52369,0.11658,0.96556,0.95672,0.87973,0.85023,0.84898
ROD1,YOR018W,4,44,2.63686,1.29842,0.05371,1.00063,1.03595,1.05434,1.0473,1.04176
YOR019W,YOR019W,2,22,6.55321,2.53086,0.04247,0.99334,1.00897,1.02568,0.98321,0.98451
HSP10,YOR020C,0,0,,,,,,,,
YOR021C,YOR021C,2,22,4.13287,1.72686,0.07328,1.01591,1.06935,1.08919,1.08386,1.08293
YOR022C,YOR022C,4,44,4.294,2.20454,0.05464,0.99059,0.98871,0.97823,0.93595,0.99001
AHC1,YOR023C,4,44,2.19051,1.04443,0.03037,1.00876,1.00193,1.02606,0.99569,1.00846
YOR024W,YOR024W,4,44,0.74128,0.24389,0.02975,1.00158,1.0144,1.03133,1.02826,1.01673
HST3,YOR025W,4,44,1.67809,0.75182,0.04298,0.95801,0.95685,0.99983,0.9777,0.96357
BUB3,YOR026W,3,18,2.19082,0.84342,0.07698,0.80604,0.74878,0.82488,0.82576,0.82024
STI1,YOR027W,4,44,1.65559,0.73903,0.03098,1.00242,1.02273,1.02718,1.0135,0.99621
CIN5,YOR028C,2,22,3.86176,1.62421,0.04565,1.00201,1.03767,1.04766,1.02688,1.0299
YOR029W,YOR029W,4,44,1.29232,0.5348,0.04124,1.00159,1.028,1.04284,1.02577,1.04246
DFG16,YOR030W,3,33,1.15465,0.4506,0.0484,0.95616,0.93571,0.94808,0.96487,0.98411
CRS5,YOR031W,2,22,1.89484,0.78591,0.03935,1.00836,1.03652,1.04771,1.03517,1.03243
HMS1,YOR032C,4,44,5.20006,2.66853,0.08024,1.00734,1.055,1.06566,1.08759,1.06863
DHS1,YOR033C,4,44,0.55517,0.15704,0.02104,0.98968,1.01071,1.00931,0.99462,0.99014
AKR2,YOR034C,4,44,3.40518,1.72715,0.05267,1.01082,1.02203,1.06349,1.03099,1.03019
SHE4,YOR035C,4,43,68.04378,15.01919,0.23029,0.79141,0.73681,0.96709,0.89757,0.89895
pep12,YOR036W,3,32,8.96817,3.85094,0.15042,0.86239,0.81989,0.71197,0.76267,0.8053
cyc2,YOR037W,3,32,87.47226,13.22296,0.21849,0.98255,0.97823,0.76406,0.78926,0.7958
HIR2,YOR038C,4,44,0.79182,0.26885,0.01673,0.99174,0.99402,0.9811,0.97729,0.97927
CKB2,YOR039W,4,44,7.48027,3.73817,0.0732,0.94913,0.96814,1.00956,1.02233,0.99428
GLO4,YOR040W,4,44,1.06992,0.41335,0.02155,1.00317,1.02302,1.02472,1.02314,1.02233
YOR041C,YOR041C,3,33,1.26991,0.51127,0.03919,0.99859,0.97695,0.98491,0.96051,0.9594
YOR042W,YOR042W,4,44,0.34967,0.07445,0.0134,1.00643,0.99887,1.01006,0.99666,1.00286
whi2,YOR043W,4,44,1.50007,0.651,0.04803,1.0196,1.03506,1.03831,1.00493,1.05296
YOR044W,YOR044W,4,44,0.54955,0.15456,0.02064,0.99604,1.00297,1.0096,0.98895,0.9962
TOM6,YOR045W,4,41,0.56471,0.16116,0.03499,0.97875,0.96399,0.94377,0.96219,0.94628
DBP5,YOR046C,0,0,,,,,,,,
STD1,YOR047C,4,44,1.13389,0.44788,0.03447,1.00307,1.00992,0.97546,0.98573,0.99896
rat1,YOR048C,1,11,9.07118,1.78728,0.1257,0.92363,0.98692,1.03748,1.03764,1.04933
YOR049C,YOR049C,2,22,1.40743,0.55419,0.03045,0.99271,0.99029,1.02074,0.99448,0.99778
YOR050C,YOR050C,4,44,1.24377,0.50798,0.0277,0.99708,1.01257,1.02478,1.01635,1.01863
YOR051C,YOR051C,4,44,3.85726,1.97266,0.08067,0.95511,0.9313,1.00367,0.97341,1.01198
YOR052C,YOR052C,4,44,0.30238,0.0583,0.01277,1.00563,1.01492,1.0184,1.00594,1.00787
YOR053W,YOR053W,4,44,2.98988,1.49703,0.05503,1.01144,1.05137,1.06074,1.06647,1.06283
YOR054C,YOR054C,2,22,3.15049,1.34053,0.13944,1.01862,1.09314,1.10028,1.15806,1.14853
YOR055W,YOR055W,4,44,2.3199,1.1183,0.03755,1.00114,1.02032,1.0387,1.01409,1.00586
YOR056C,YOR056C,0,0,,,,,,,,
SGT1,YOR057W,0,0,,,,,,,,
ASE1,YOR058C,4,43,3.98679,2.03148,0.08223,1.00405,1.05016,1.06051,1.08628,1.07934
YOR059C,YOR059C,4,44,0.31358,0.06201,0.01021,1.00095,1.00227,1.01088,1.00067,1.00307
YOR060C,YOR060C,0,0,,,,,,,,
cka2,YOR061W,4,44,20.60543,8.07609,0.10693,0.91237,0.97189,0.97611,1.0193,0.99846
YOR062C,YOR062C,4,44,0.42422,0.10233,0.02494,1.00227,1.02721,1.0246,1.01827,1.01488
RPL3,YOR063W,0,0,,,,,,,,
YNG1,YOR064C,3,33,0.78398,0.26254,0.02769,0.98887,0.9716,0.97421,0.96216,0.96118
CYT1,YOR065W,4,41,76.80587,15.21531,0.28472,0.9098,0.91743,0.65962,0.63271,0.64184
YOR066W,YOR066W,2,22,0.67952,0.20989,0.03259,1.02461,1.05721,1.05024,1.03428,1.03624
alg8,YOR067C,4,44,1.07446,0.41579,0.03359,0.99404,1.01376,1.01563,1.01352,1.02762
YOR068C,YOR068C,4,44,0.31636,0.06294,0.02141,1.01051,1.02009,0.99869,1.01071,1.01583
VPS5,YOR069W,4,44,2.3996,1.16371,0.03933,1.00049,0.99371,0.96116,0.96951,0.97225
GYP1,YOR070C,4,44,3.6289,1.84932,0.06831,1.00688,1.05606,1.051,1.07519,1.07189
YOR071C,YOR071C,4,44,0.28161,0.05164,0.0151,1.00434,1.0173,1.01826,1.01944,1.01536
YOR072W,YOR072W,3,33,5.53424,2.60579,0.08274,0.98586,1.01976,1.0186,1.0686,1.05636
YOR073W,YOR073W,3,28,2.72417,1.23302,0.0935,0.71032,0.72477,0.75489,0.75786,0.80382
cdc21,YOR074C,0,0,,,,,,,,
UFE1,YOR075W,0,0,,,,,,,,
YOR076C,YOR076C,4,44,2.48156,1.21034,0.04824,0.95712,0.96596,0.98319,0.99446,1.00536
RTS2,YOR077W,0,0,,,,,,,,
BUD21,YOR078W,2,22,45.35357,7.47899,0.25495,0.68782,0.7591,0.94158,0.94276,0.9299
ATX2,YOR079C,4,44,3.19752,1.6126,0.04462,1.00238,1.02561,1.03578,1.04699,1.032
DIA2,YOR080W,2,20,1.72238,0.68834,0.15051,0.72239,0.6023,0.7431,0.74504,0.75281
YOR081C,YOR081C,4,44,5.91324,3.0177,0.06113,0.9959,1.03983,1.05055,1.05702,1.05507
YOR082C,YOR082C,4,44,7.36508,3.68728,0.0621,0.99594,1.05749,1.05804,1.0571,1.04783
YOR083W,YOR083W,2,22,2.58464,1.09914,0.05026,0.99453,0.98301,1.0008,0.95071,0.95054
YOR084W,YOR084W,4,44,3.33811,1.69027,0.04688,1.0141,0.9996,0.99782,0.96722,0.97312
OST3,YOR085W,4,44,3.58087,1.8232,0.0605,0.89256,0.95306,0.94507,0.94852,0.93932
YOR086C,YOR086C,4,44,3.12989,1.57507,0.04868,0.99252,0.97422,1.0229,0.97942,0.98456
YOR087W,YOR087W,2,22,1.79906,0.74092,0.03889,1.01373,1.00007,1.00232,0.97485,0.97701
YOR088W,YOR088W,4,44,0.80944,0.27766,0.02104,1.0033,1.02435,1.02017,1.02039,1.00989
vps21,YOR089C,4,44,0.86876,0.30772,0.03736,0.97876,0.95441,0.97338,0.95184,0.9892
PTC5,YOR090C,4,44,7.24287,3.63294,0.07364,1.0104,1.04132,1.04863,1.08404,1.07521
YOR091W,YOR091W,3,33,1.68965,0.73552,0.0642,0.95262,0.90503,0.96923,0.92888,0.95589
ECM3,YOR092W,4,43,0.20593,0.02995,0.02049,0.99375,0.98592,1.00641,0.98808,0.99991
YOR093C,YOR093C,4,44,0.27795,0.05049,0.01563,0.99865,1.00961,1.01365,1.01326,1.01427
ARF3,YOR094W,4,44,1.5752,0.69344,0.03033,1.00142,1.0134,1.01319,1.03175,1.02763
RKI1,YOR095C,0,0,,,,,,,,
RPS7A,YOR096W,3,29,12.10755,4.53262,0.18608,0.8038,0.85719,0.96716,0.98989,0.97075
YOR097C,YOR097C,4,44,2.60768,1.28191,0.05015,1.02021,1.06449,1.06518,1.06488,1.07037
nup1,YOR098C,0,0,,,,,,,,
KTR1,YOR099W,3,33,3.0347,1.44225,0.06103,1.01902,1.05938,1.05646,1.08005,1.06754
CRC1,YOR100C,4,44,0.76572,0.25589,0.01736,1.00769,1.02505,1.02427,1.01099,1.01351
RAS1,YOR101W,4,44,6.47557,3.28341,0.0313,1.0092,1.02864,1.02911,1.03874,1.0405
YOR102W,YOR102W,0,0,,,,,,,,
OST2,YOR103C,0,0,,,,,,,,
YOR104W,YOR104W,2,22,8.42839,3.04496,0.08039,0.96046,0.88087,0.94372,0.9209,0.96127
YOR105W,YOR105W,4,43,1.35969,0.57124,0.054,1.0149,1.04527,1.0449,1.06891,1.06376
VAM3,YOR106W,2,21,4.38492,1.77955,0.11508,0.84675,0.85972,0.92184,0.89107,0.96183
RGS2,YOR107W,4,44,5.63879,2.88497,0.07651,1.01083,1.05717,1.059,1.08194,1.08734
YOR108W,YOR108W,4,44,1.57658,0.69422,0.03742,1.01067,1.03066,1.03387,1.04809,1.03824
INP53,YOR109W,2,22,0.51941,0.14094,0.03038,0.95809,0.97864,0.97162,0.98674,0.98847
TFC7,YOR110W,0,0,,,,,,,,
YOR111W,YOR111W,4,44,0.63326,0.19239,0.03229,0.99713,1.02884,1.02942,1.02583,1.02312
YOR112W,YOR112W,2,22,2.01674,0.84269,0.07732,1.00987,1.06468,1.05778,1.08719,1.07633
AZF1,YOR113W,4,44,6.36734,3.23291,0.09621,0.98759,1.05192,1.03705,1.08379,1.0666
YOR114W,YOR114W,4,44,3.8776,1.98358,0.04552,0.99109,1.02527,1.01927,1.03661,1.03297
TRS33,YOR115C,4,44,1.41161,0.60128,0.04534,0.99006,1.03257,1.02783,1.0354,1.02856
RPO31,YOR116C,0,0,,,,,,,,
RPT5,YOR117W,0,0,,,,,,,,
YOR118W,YOR118W,4,44,0.85693,0.30169,0.03481,1.00048,1.02741,1.01823,1.03529,1.0302
RIO1,YOR119C,0,0,,,,,,,,
GCY1,YOR120W,4,44,1.23848,0.50506,0.0334,0.99127,0.98476,0.98403,0.96338,0.95787
YOR121C,YOR121C,4,41,1.2102,0.48717,0.03424,0.99193,1.02617,1.01688,1.01505,1.00903
pfy1,YOR122C,0,0,,,,,,,,
LEO1,YOR123C,4,44,7.26011,3.64063,0.07282,0.95933,0.92571,0.91848,0.88651,0.88738
UBP2,YOR124C,4,44,1.30867,0.54387,0.02677,0.99117,1.01793,1.00807,1.00725,1.01004
CAT5,YOR125C,0,0,,,,,,,,
IAH1,YOR126C,4,44,0.73008,0.23842,0.02672,1.0121,1.03883,1.03081,1.02402,1.01915
RGA1,YOR127W,4,44,3.63605,1.85321,0.05014,0.96671,0.96073,0.93238,0.98251,0.94155
ade2,YOR128C,0,0,,,,,,,,
YOR129C,YOR129C,2,22,0.64493,0.19457,0.04164,1.02027,1.06192,1.04682,1.05177,1.04146
ORT1,YOR130C,4,44,0.90572,0.32673,0.03583,1.00502,1.03647,1.02261,1.04084,1.03304
YOR131C,YOR131C,4,44,3.83006,1.95804,0.07372,1.02322,1.07768,1.06966,1.09693,1.09078
vps17,YOR132W,4,44,2.45362,1.19446,0.03939,0.9975,1.0343,0.99812,1.03689,1.03065
EFT1,YOR133W,4,43,2.74474,1.35425,0.04747,1.00644,1.02148,1.03973,1.05391,1.03286
BAG7,YOR134W,4,44,6.28096,3.19238,0.09319,1.01322,1.06697,1.07078,1.1064,1.09938
